BARCODE,EXP_ID,GROUP_ID,INDIVIDUAL_ID,COMPOUND_NAME,DOSE_LEVEL,SACRIFICE_PERIOD,ORGAN,FINDING_TYPE,TOPOGRAPHY_TYPE,GRADE_TYPE,SP_FLG
No ChipData,0538,03,5,lornoxicam,Control,15 day,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0538,04,2,lornoxicam,Control,29 day,Liver,Necrosis,,minimal,true
No ChipData,0538,04,2,lornoxicam,Control,29 day,Kidney,"Cellular infiltration, lymphocyte",Cortex,minimal,true
No ChipData,0537,06,4,lornoxicam,Low,6 hr,Kidney,"Cast,hyaline",Renal tubule,minimal,true
No ChipData,0537,08,4,lornoxicam,Low,24 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0537,08,5,lornoxicam,Low,24 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0537,08,1,lornoxicam,Low,24 hr,Kidney,Scar,Cortex,minimal,true
No ChipData,0538,06,1,lornoxicam,Low,8 day,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0538,07,1,lornoxicam,Low,15 day,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
003017440023,0538,08,2,lornoxicam,Low,29 day,Liver,Microgranuloma,,minimal,true
No ChipData,0538,08,4,lornoxicam,Low,29 day,Liver,Microgranuloma,,minimal,true
No ChipData,0538,08,3,lornoxicam,Low,29 day,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0538,08,2,lornoxicam,Low,29 day,Kidney,Necrosis,Papilla,minimal,false
No ChipData,0538,08,2,lornoxicam,Low,29 day,Kidney,Regeneration,Renal tubule,minimal,false
No ChipData,0538,08,3,lornoxicam,Low,29 day,Kidney,Regeneration,Renal tubule,minimal,false
No ChipData,0537,09,3,lornoxicam,Middle,3 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0537,10,4,lornoxicam,Middle,6 hr,Kidney,Scar,Cortex,minimal,true
No ChipData,0537,11,1,lornoxicam,Middle,9 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0537,12,1,lornoxicam,Middle,24 hr,Kidney,Scar,Cortex,minimal,true
003017430029,0538,09,5,lornoxicam,Middle,4 day,Liver,Necrosis,,slight,true
No ChipData,0538,09,2,lornoxicam,Middle,4 day,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0538,10,1,lornoxicam,Middle,8 day,Kidney,"Cast,hyaline",Renal tubule,minimal,true
No ChipData,0538,10,3,lornoxicam,Middle,8 day,Kidney,Necrosis,Papilla,minimal,false
No ChipData,0538,10,4,lornoxicam,Middle,8 day,Kidney,Scar,Cortex,minimal,true
No ChipData,0538,11,3,lornoxicam,Middle,15 day,Liver,"Hematopoiesis, extramedullary",,minimal,false
No ChipData,0538,11,3,lornoxicam,Middle,15 day,Liver,Inflammation,Serosa,minimal,false
003017440015,0538,11,4,lornoxicam,Middle,15 day,Liver,Microgranuloma,,minimal,true
No ChipData,0538,11,5,lornoxicam,Middle,15 day,Kidney,Dilatation,Distal tubule,slight,false
No ChipData,0538,11,1,lornoxicam,Middle,15 day,Kidney,Dilatation,Distal tubule,moderate,false
No ChipData,0538,11,4,lornoxicam,Middle,15 day,Kidney,Necrosis,Papilla,minimal,false
No ChipData,0538,11,1,lornoxicam,Middle,15 day,Kidney,Necrosis,Papilla,slight,false
No ChipData,0538,11,5,lornoxicam,Middle,15 day,Kidney,Regeneration,Renal tubule,minimal,false
No ChipData,0538,11,1,lornoxicam,Middle,15 day,Kidney,Regeneration,Renal tubule,slight,false
No ChipData,0538,12,1,lornoxicam,Middle,29 day,Liver,DEAD,DEAD,P,false
003017440025,0538,12,3,lornoxicam,Middle,29 day,Liver,Necrosis,,minimal,true
No ChipData,0538,12,2,lornoxicam,Middle,29 day,Kidney,"Cast,hyaline",Renal tubule,minimal,true
No ChipData,0538,12,1,lornoxicam,Middle,29 day,Kidney,DEAD,DEAD,P,false
No ChipData,0538,12,2,lornoxicam,Middle,29 day,Kidney,Dilatation,Distal tubule,slight,false
No ChipData,0538,12,4,lornoxicam,Middle,29 day,Kidney,Necrosis,Papilla,minimal,false
No ChipData,0538,12,2,lornoxicam,Middle,29 day,Kidney,Necrosis,Papilla,slight,false
No ChipData,0538,12,3,lornoxicam,Middle,29 day,Kidney,Regeneration,Renal tubule,minimal,false
No ChipData,0538,12,4,lornoxicam,Middle,29 day,Kidney,Regeneration,Renal tubule,minimal,false
No ChipData,0538,12,5,lornoxicam,Middle,29 day,Kidney,Regeneration,Renal tubule,minimal,false
No ChipData,0538,12,2,lornoxicam,Middle,29 day,Kidney,Regeneration,Renal tubule,slight,false
No ChipData,0537,13,4,lornoxicam,High,3 hr,Kidney,"Cast,hyaline",Renal tubule,minimal,true
003017498006,0537,15,4,lornoxicam,High,9 hr,Liver,Microgranuloma,,minimal,true
No ChipData,0537,15,5,lornoxicam,High,9 hr,Kidney,"Cast,hyaline",Renal tubule,minimal,true
No ChipData,0537,15,3,lornoxicam,High,9 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0537,15,4,lornoxicam,High,9 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0537,16,4,lornoxicam,High,24 hr,Kidney,Scar,Medulla,minimal,true
No ChipData,0538,13,2,lornoxicam,High,4 day,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0538,14,1,lornoxicam,High,8 day,Liver,DEAD,DEAD,P,false
No ChipData,0538,14,3,lornoxicam,High,8 day,Liver,DEAD,DEAD,P,false
003017478008,0538,14,5,lornoxicam,High,8 day,Liver,"Hematopoiesis, extramedullary",,minimal,false
No ChipData,0538,14,1,lornoxicam,High,8 day,Kidney,DEAD,DEAD,P,false
No ChipData,0538,14,3,lornoxicam,High,8 day,Kidney,DEAD,DEAD,P,false
No ChipData,0538,14,2,lornoxicam,High,8 day,Kidney,Necrosis,Papilla,slight,false
No ChipData,0538,14,4,lornoxicam,High,8 day,Kidney,Regeneration,Renal tubule,slight,false
No ChipData,0538,15,1,lornoxicam,High,15 day,Liver,DEAD,DEAD,P,false
No ChipData,0538,15,5,lornoxicam,High,15 day,Liver,DEAD,DEAD,P,false
No ChipData,0538,16,1,lornoxicam,High,15 day,Liver,DEAD,DEAD,P,false
No ChipData,0538,16,2,lornoxicam,High,15 day,Liver,DEAD,DEAD,P,false
No ChipData,0538,16,3,lornoxicam,High,15 day,Liver,DEAD,DEAD,P,false
No ChipData,0538,16,4,lornoxicam,High,15 day,Liver,DEAD,DEAD,P,false
003017440018,0538,15,4,lornoxicam,High,15 day,Liver,"Hematopoiesis, extramedullary",,minimal,false
003017440028,0538,16,5,lornoxicam,High,15 day,Liver,"Hematopoiesis, extramedullary",,minimal,false
No ChipData,0538,15,1,lornoxicam,High,15 day,Kidney,DEAD,DEAD,P,false
No ChipData,0538,15,5,lornoxicam,High,15 day,Kidney,DEAD,DEAD,P,false
No ChipData,0538,16,1,lornoxicam,High,15 day,Kidney,DEAD,DEAD,P,false
No ChipData,0538,16,2,lornoxicam,High,15 day,Kidney,DEAD,DEAD,P,false
No ChipData,0538,16,3,lornoxicam,High,15 day,Kidney,DEAD,DEAD,P,false
No ChipData,0538,16,4,lornoxicam,High,15 day,Kidney,DEAD,DEAD,P,false
No ChipData,0538,15,2,lornoxicam,High,15 day,Kidney,Necrosis,Papilla,slight,false
No ChipData,0538,15,2,lornoxicam,High,15 day,Kidney,Regeneration,Renal tubule,minimal,false
No ChipData,0538,15,4,lornoxicam,High,15 day,Kidney,Regeneration,Renal tubule,minimal,false
No ChipData,0538,16,5,lornoxicam,High,15 day,Kidney,Regeneration,Renal tubule,minimal,false
No ChipData,0538,15,3,lornoxicam,High,15 day,Kidney,Regeneration,Renal tubule,slight,false
003017240002,0448,06,1,LPS,Low,6 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,false
003017240003,0448,06,2,LPS,Low,6 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,false
003017240002,0448,06,1,LPS,Low,6 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,false
003017240004,0448,06,3,LPS,Low,6 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,false
003017240002,0448,06,1,LPS,Low,6 hr,Liver,Necrosis,Hepatocyte,minimal,false
003017240004,0448,06,3,LPS,Low,6 hr,Liver,Necrosis,Hepatocyte,minimal,false
003017240003,0448,06,2,LPS,Low,6 hr,Liver,Single cell necrosis,Hepatocyte,minimal,false
003017240004,0448,06,3,LPS,Low,6 hr,Liver,Single cell necrosis,Hepatocyte,minimal,false
003017221008,0448,08,2,LPS,Low,24 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,false
003017221008,0448,08,2,LPS,Low,24 hr,Liver,Edema,Glisson's sheath,minimal,false
003017221008,0448,08,2,LPS,Low,24 hr,Liver,Necrosis,Hepatocyte,minimal,false
003017221009,0448,08,3,LPS,Low,24 hr,Liver,Necrosis,Hepatocyte,minimal,false
003017239023,0448,13,1,LPS,Middle,3 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,false
003017239024,0448,13,2,LPS,Middle,3 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,false
003017239023,0448,13,1,LPS,Middle,3 hr,Liver,Edema,Glisson's sheath,minimal,false
003017239024,0448,13,2,LPS,Middle,3 hr,Liver,Edema,Glisson's sheath,minimal,false
003017239025,0448,13,3,LPS,Middle,3 hr,Liver,Edema,Glisson's sheath,minimal,false
003017239025,0448,13,3,LPS,Middle,3 hr,Liver,"Hematopoiesis, extramedullary",,minimal,true
003017239023,0448,13,1,LPS,Middle,3 hr,Liver,Necrosis,Hepatocyte,minimal,false
003017239024,0448,13,2,LPS,Middle,3 hr,Liver,Necrosis,Hepatocyte,minimal,false
003017239025,0448,13,3,LPS,Middle,3 hr,Liver,Necrosis,Hepatocyte,minimal,false
003017239023,0448,13,1,LPS,Middle,3 hr,Liver,Single cell necrosis,Hepatocyte,minimal,false
003017239024,0448,13,2,LPS,Middle,3 hr,Liver,Single cell necrosis,Hepatocyte,minimal,false
003017240005,0448,14,1,LPS,Middle,6 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,false
003017240006,0448,14,2,LPS,Middle,6 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,false
003017240007,0448,14,3,LPS,Middle,6 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,false
003017240005,0448,14,1,LPS,Middle,6 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,false
003017240007,0448,14,3,LPS,Middle,6 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,false
003017240005,0448,14,1,LPS,Middle,6 hr,Liver,Edema,Glisson's sheath,minimal,false
003017240006,0448,14,2,LPS,Middle,6 hr,Liver,Edema,Glisson's sheath,minimal,false
003017240007,0448,14,3,LPS,Middle,6 hr,Liver,Edema,Glisson's sheath,minimal,false
003017240007,0448,14,3,LPS,Middle,6 hr,Liver,Hypertrophy,Bile duct,minimal,false
003017240007,0448,14,3,LPS,Middle,6 hr,Liver,Necrosis,Hepatocyte,minimal,false
003017240005,0448,14,1,LPS,Middle,6 hr,Liver,Single cell necrosis,Hepatocyte,minimal,false
003017240006,0448,14,2,LPS,Middle,6 hr,Liver,Single cell necrosis,Hepatocyte,minimal,false
003017240007,0448,14,3,LPS,Middle,6 hr,Liver,Single cell necrosis,Hepatocyte,minimal,false
003017240006,0448,14,2,LPS,Middle,6 hr,Liver,Swelling,Centrilobular,minimal,false
003017240007,0448,14,3,LPS,Middle,6 hr,Liver,Swelling,Centrilobular,minimal,false
003017240005,0448,14,1,LPS,Middle,6 hr,Liver,Swelling,Centrilobular,slight,false
003017220029,0448,15,2,LPS,Middle,9 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,false
003017220030,0448,15,3,LPS,Middle,9 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,false
003017220030,0448,15,3,LPS,Middle,9 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,false
003017220029,0448,15,2,LPS,Middle,9 hr,Liver,"Change, eosinophilic",Hepatocyte,slight,false
003017220029,0448,15,2,LPS,Middle,9 hr,Liver,Edema,Glisson's sheath,minimal,false
003017220030,0448,15,3,LPS,Middle,9 hr,Liver,Edema,Glisson's sheath,minimal,false
003017220029,0448,15,2,LPS,Middle,9 hr,Liver,Necrosis,Hepatocyte,minimal,false
003017220030,0448,15,3,LPS,Middle,9 hr,Liver,Necrosis,Hepatocyte,slight,false
003017220029,0448,15,2,LPS,Middle,9 hr,Liver,Single cell necrosis,Hepatocyte,slight,false
003017220029,0448,15,2,LPS,Middle,9 hr,Liver,Swelling,Centrilobular,minimal,false
003017220030,0448,15,3,LPS,Middle,9 hr,Liver,Swelling,Centrilobular,minimal,false
003017221011,0448,16,2,LPS,Middle,24 hr,Liver,Necrosis,Hepatocyte,minimal,false
003017221012,0448,16,3,LPS,Middle,24 hr,Liver,Necrosis,Hepatocyte,minimal,false
No ChipData,0448,16,2,LPS,Middle,24 hr,Kidney,Cellular infiltration,Pelvic epithelium,minimal,false
003017239027,0448,21,2,LPS,High,3 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,false
003017239027,0448,21,2,LPS,High,3 hr,Liver,Edema,Glisson's sheath,minimal,false
003017239028,0448,21,3,LPS,High,3 hr,Liver,Edema,Glisson's sheath,minimal,false
003017239027,0448,21,2,LPS,High,3 hr,Liver,Necrosis,Hepatocyte,minimal,false
003017239028,0448,21,3,LPS,High,3 hr,Liver,Necrosis,Hepatocyte,minimal,false
003017239027,0448,21,2,LPS,High,3 hr,Liver,Single cell necrosis,Hepatocyte,minimal,false
003017239028,0448,21,3,LPS,High,3 hr,Liver,Single cell necrosis,Hepatocyte,minimal,false
003017239027,0448,21,2,LPS,High,3 hr,Liver,Swelling,Centrilobular,minimal,false
003017240008,0448,22,1,LPS,High,6 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,false
003017240009,0448,22,2,LPS,High,6 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,false
003017240010,0448,22,3,LPS,High,6 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,false
003017240008,0448,22,1,LPS,High,6 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,false
003017240009,0448,22,2,LPS,High,6 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,false
003017240008,0448,22,1,LPS,High,6 hr,Liver,Edema,Glisson's sheath,minimal,false
003017240009,0448,22,2,LPS,High,6 hr,Liver,Edema,Glisson's sheath,minimal,false
003017240010,0448,22,3,LPS,High,6 hr,Liver,Edema,Glisson's sheath,minimal,false
003017240009,0448,22,2,LPS,High,6 hr,Liver,Hypertrophy,Bile duct,minimal,false
003017240010,0448,22,3,LPS,High,6 hr,Liver,Hypertrophy,Bile duct,minimal,false
003017240009,0448,22,2,LPS,High,6 hr,Liver,Necrosis,Hepatocyte,minimal,false
003017240010,0448,22,3,LPS,High,6 hr,Liver,Necrosis,Hepatocyte,moderate,false
003017240008,0448,22,1,LPS,High,6 hr,Liver,Single cell necrosis,Hepatocyte,minimal,false
003017240009,0448,22,2,LPS,High,6 hr,Liver,Single cell necrosis,Hepatocyte,minimal,false
003017240008,0448,22,1,LPS,High,6 hr,Liver,Swelling,Centrilobular,minimal,false
003017240010,0448,22,3,LPS,High,6 hr,Liver,Swelling,Centrilobular,slight,false
003017221001,0448,23,1,LPS,High,9 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,false
003017221002,0448,23,2,LPS,High,9 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,false
003017221003,0448,23,3,LPS,High,9 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,false
003017221001,0448,23,1,LPS,High,9 hr,Liver,Edema,Glisson's sheath,minimal,false
003017221003,0448,23,3,LPS,High,9 hr,Liver,Edema,Glisson's sheath,minimal,false
003017221002,0448,23,2,LPS,High,9 hr,Liver,Edema,Glisson's sheath,slight,false
003017221001,0448,23,1,LPS,High,9 hr,Liver,Hypertrophy,Bile duct,minimal,false
003017221002,0448,23,2,LPS,High,9 hr,Liver,Hypertrophy,Bile duct,minimal,false
003017221003,0448,23,3,LPS,High,9 hr,Liver,Necrosis,Hepatocyte,minimal,false
003017221002,0448,23,2,LPS,High,9 hr,Liver,Necrosis,Hepatocyte,slight,false
003017221001,0448,23,1,LPS,High,9 hr,Liver,Single cell necrosis,Hepatocyte,minimal,false
003017221003,0448,23,3,LPS,High,9 hr,Liver,Single cell necrosis,Hepatocyte,minimal,false
003017221003,0448,23,3,LPS,High,9 hr,Liver,Swelling,Centrilobular,minimal,false
003017221001,0448,23,1,LPS,High,9 hr,Liver,Swelling,Centrilobular,slight,false
003017221002,0448,23,2,LPS,High,9 hr,Liver,Swelling,Centrilobular,slight,false
003017221014,0448,24,2,LPS,High,24 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,false
003017221015,0448,24,3,LPS,High,24 hr,Liver,Cellular infiltration,Glisson's sheath,minimal,false
003017221014,0448,24,2,LPS,High,24 hr,Liver,Edema,Glisson's sheath,slight,false
003017221015,0448,24,3,LPS,High,24 hr,Liver,Edema,Glisson's sheath,slight,false
003017221014,0448,24,2,LPS,High,24 hr,Liver,Necrosis,Hepatocyte,minimal,false
003017221014,0448,24,2,LPS,High,24 hr,Liver,Necrosis,Hepatocyte,moderate,false
003017221015,0448,24,3,LPS,High,24 hr,Liver,Necrosis,Hepatocyte,moderate,false
003017221015,0448,24,3,LPS,High,24 hr,Liver,Swelling,Centrilobular,minimal,false
003017221014,0448,24,2,LPS,High,24 hr,Liver,Swelling,Centrilobular,slight,false
No ChipData,0448,24,2,LPS,High,24 hr,Kidney,Cellular infiltration,Pelvic epithelium,minimal,false
No ChipData,0448,24,3,LPS,High,24 hr,Kidney,Cellular infiltration,Pelvic epithelium,minimal,false
No ChipData,0448,24,3,LPS,High,24 hr,Kidney,Swelling,Cortex,minimal,false
No ChipData,0377,01,1,mefenamic acid,Control,3 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0377,02,2,mefenamic acid,Control,6 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
003017197027,0378,03,3,mefenamic acid,Control,15 day,Liver,Necrosis,,minimal,true
No ChipData,0378,03,2,mefenamic acid,Control,15 day,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0377,06,4,mefenamic acid,Low,6 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0378,06,4,mefenamic acid,Low,8 day,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0378,07,1,mefenamic acid,Low,15 day,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0377,09,1,mefenamic acid,Middle,3 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0377,09,5,mefenamic acid,Middle,3 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0377,10,4,mefenamic acid,Middle,6 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0377,11,1,mefenamic acid,Middle,9 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0377,12,1,mefenamic acid,Middle,24 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0378,12,5,mefenamic acid,Middle,29 day,Liver,Inflammation,Serosa,minimal,true
No ChipData,0378,12,5,mefenamic acid,Middle,29 day,Liver,Necrosis,,minimal,true
No ChipData,0378,12,1,mefenamic acid,Middle,29 day,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0377,15,5,mefenamic acid,High,9 hr,Kidney,Necrosis,Pelvic epithelium,minimal,true
No ChipData,0377,16,4,mefenamic acid,High,24 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0378,13,5,mefenamic acid,High,4 day,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0378,13,3,mefenamic acid,High,4 day,Kidney,Necrosis,Papilla,minimal,false
No ChipData,0378,14,4,mefenamic acid,High,8 day,Liver,"Hematopoiesis, extramedullary",,minimal,false
003017196030,0378,14,5,mefenamic acid,High,8 day,Liver,"Hematopoiesis, extramedullary",,minimal,false
No ChipData,0378,14,4,mefenamic acid,High,8 day,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0378,15,4,mefenamic acid,High,15 day,Liver,DEAD,DEAD,P,false
003017198029,0378,15,1,mefenamic acid,High,15 day,Liver,"Hematopoiesis, extramedullary",,minimal,false
No ChipData,0378,15,5,mefenamic acid,High,15 day,Liver,"Hematopoiesis, extramedullary",,minimal,false
No ChipData,0378,15,4,mefenamic acid,High,15 day,Kidney,DEAD,DEAD,P,false
No ChipData,0378,16,5,mefenamic acid,High,29 day,Liver,DEAD,DEAD,P,false
003017200006,0378,16,2,mefenamic acid,High,29 day,Liver,"Hematopoiesis, extramedullary",,minimal,false
003017200007,0378,16,4,mefenamic acid,High,29 day,Liver,"Hematopoiesis, extramedullary",,minimal,false
003017200007,0378,16,4,mefenamic acid,High,29 day,Liver,Necrosis,,minimal,true
No ChipData,0378,16,5,mefenamic acid,High,29 day,Kidney,DEAD,DEAD,P,false
No ChipData,0378,16,3,mefenamic acid,High,29 day,Kidney,Regeneration,Proximal tubule,minimal,true
No ChipData,0535,03,1,meloxicam,Control,9 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0535,04,1,meloxicam,Control,24 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0535,04,5,meloxicam,Control,24 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
003017415014,0536,01,4,meloxicam,Control,4 day,Liver,Necrosis,,slight,true
