BARCODE,EXP_ID,GROUP_ID,INDIVIDUAL_ID,COMPOUND_NAME,DOSE_LEVEL,SACRIFICE_PERIOD,ORGAN,FINDING_TYPE,TOPOGRAPHY_TYPE,GRADE_TYPE,SP_FLG
No ChipData,0231,13,3,ketoconazole,High,4 day,Liver,"Vacuolization, cytoplasmic","Bile duct, interlobular",slight,false
003017033017,0231,13,4,ketoconazole,High,4 day,Liver,"Vacuolization, cytoplasmic","Bile duct, interlobular",slight,false
003017033018,0231,13,5,ketoconazole,High,4 day,Liver,"Vacuolization, cytoplasmic","Bile duct, interlobular",slight,false
No ChipData,0231,14,1,ketoconazole,High,8 day,Liver,"Vacuolization, cytoplasmic","Bile duct, interlobular",slight,false
003017033028,0231,14,2,ketoconazole,High,8 day,Liver,"Vacuolization, cytoplasmic","Bile duct, interlobular",slight,false
003017033029,0231,14,3,ketoconazole,High,8 day,Liver,"Vacuolization, cytoplasmic","Bile duct, interlobular",slight,false
No ChipData,0231,14,4,ketoconazole,High,8 day,Liver,"Vacuolization, cytoplasmic","Bile duct, interlobular",slight,false
003017033030,0231,14,5,ketoconazole,High,8 day,Liver,"Vacuolization, cytoplasmic","Bile duct, interlobular",slight,false
003017017016,0231,15,1,ketoconazole,High,15 day,Liver,Hypertrophy,Centrilobular,slight,false
No ChipData,0231,15,2,ketoconazole,High,15 day,Liver,Hypertrophy,Centrilobular,slight,false
No ChipData,0231,15,4,ketoconazole,High,15 day,Liver,Hypertrophy,Centrilobular,slight,false
003017017018,0231,15,5,ketoconazole,High,15 day,Liver,Hypertrophy,Centrilobular,slight,false
003017017017,0231,15,3,ketoconazole,High,15 day,Liver,"Vacuolization, cytoplasmic","Bile duct, interlobular",slight,false
No ChipData,0231,15,4,ketoconazole,High,15 day,Liver,"Vacuolization, cytoplasmic","Bile duct, interlobular",slight,false
003017017016,0231,15,1,ketoconazole,High,15 day,Liver,"Vacuolization, cytoplasmic","Bile duct, interlobular",moderate,false
No ChipData,0231,15,2,ketoconazole,High,15 day,Liver,"Vacuolization, cytoplasmic","Bile duct, interlobular",moderate,false
003017017018,0231,15,5,ketoconazole,High,15 day,Liver,"Vacuolization, cytoplasmic","Bile duct, interlobular",moderate,false
No ChipData,0231,16,1,ketoconazole,High,29 day,Liver,Hypertrophy,Centrilobular,slight,false
No ChipData,0231,16,2,ketoconazole,High,29 day,Liver,Hypertrophy,Centrilobular,slight,false
003017017028,0231,16,3,ketoconazole,High,29 day,Liver,Hypertrophy,Centrilobular,slight,false
003017017029,0231,16,4,ketoconazole,High,29 day,Liver,Hypertrophy,Centrilobular,slight,false
003017017030,0231,16,5,ketoconazole,High,29 day,Liver,Hypertrophy,Centrilobular,slight,false
No ChipData,0231,16,1,ketoconazole,High,29 day,Liver,"Vacuolization, cytoplasmic","Bile duct, interlobular",moderate,false
No ChipData,0231,16,2,ketoconazole,High,29 day,Liver,"Vacuolization, cytoplasmic","Bile duct, interlobular",moderate,false
003017017028,0231,16,3,ketoconazole,High,29 day,Liver,"Vacuolization, cytoplasmic","Bile duct, interlobular",moderate,false
003017017029,0231,16,4,ketoconazole,High,29 day,Liver,"Vacuolization, cytoplasmic","Bile duct, interlobular",moderate,false
003017017030,0231,16,5,ketoconazole,High,29 day,Liver,"Vacuolization, cytoplasmic","Bile duct, interlobular",moderate,false
003017830010,0231,16,3,ketoconazole,High,29 day,Kidney,Hyaline droplet,Proximal tubule,slight,true
003017830011,0231,16,4,ketoconazole,High,29 day,Kidney,Hyaline droplet,Proximal tubule,slight,true
No ChipData,0239,01,4,labetalol,Control,3 hr,Kidney,Dilatation,Cortex,minimal,true
No ChipData,0239,02,2,labetalol,Control,6 hr,Kidney,"Change, basophilic",Cortex,minimal,true
No ChipData,0239,03,4,labetalol,Control,9 hr,Kidney,"Change, basophilic",Cortex,minimal,true
No ChipData,0240,03,3,labetalol,Control,15 day,Kidney,Dilatation,Cortex,minimal,true
No ChipData,0239,05,5,labetalol,Low,3 hr,Kidney,Dilatation,Medulla,minimal,true
No ChipData,0240,06,1,labetalol,Low,8 day,Kidney,"Change, basophilic",Cortex,minimal,true
No ChipData,0240,06,5,labetalol,Low,8 day,Kidney,"Change, basophilic",Cortex,minimal,true
No ChipData,0240,08,4,labetalol,Low,29 day,Kidney,"Change, basophilic",Cortex,minimal,true
No ChipData,0240,08,4,labetalol,Low,29 day,Kidney,Dilatation,Medulla,slight,true
No ChipData,0239,09,5,labetalol,Middle,3 hr,Kidney,Dilatation,,minimal,true
No ChipData,0239,11,1,labetalol,Middle,9 hr,Kidney,Dilatation,Cortex,minimal,true
No ChipData,0240,09,3,labetalol,Middle,4 day,Kidney,Dilatation,Medulla,minimal,true
No ChipData,0240,10,5,labetalol,Middle,8 day,Kidney,Dilatation,Cortex,minimal,true
No ChipData,0240,10,1,labetalol,Middle,8 day,Kidney,Dilatation,Medulla,minimal,true
No ChipData,0240,12,5,labetalol,Middle,29 day,Kidney,Dilatation,Cortex,minimal,true
No ChipData,0240,15,3,labetalol,High,15 day,Liver,DEAD,DEAD,P,false
No ChipData,0240,15,4,labetalol,High,15 day,Liver,DEAD,DEAD,P,false
No ChipData,0240,15,3,labetalol,High,15 day,Kidney,DEAD,DEAD,P,false
No ChipData,0240,15,4,labetalol,High,15 day,Kidney,DEAD,DEAD,P,false
No ChipData,0240,16,2,labetalol,High,29 day,Liver,DEAD,DEAD,P,false
No ChipData,0240,16,4,labetalol,High,29 day,Liver,DEAD,DEAD,P,false
No ChipData,0240,16,5,labetalol,High,29 day,Liver,DEAD,DEAD,P,false
No ChipData,0240,16,2,labetalol,High,29 day,Kidney,DEAD,DEAD,P,false
No ChipData,0240,16,4,labetalol,High,29 day,Kidney,DEAD,DEAD,P,false
No ChipData,0240,16,5,labetalol,High,29 day,Kidney,DEAD,DEAD,P,false
No ChipData,0310,02,3,lomustine,Control,6 hr,Liver,Necrosis,Subserosa,minimal,true
No ChipData,0310,02,3,lomustine,Control,6 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0310,02,3,lomustine,Control,6 hr,Kidney,Regeneration,Renal tubule,minimal,true
003017095029,0310,03,4,lomustine,Control,9 hr,Liver,"Vacuolization, cytoplasmic",Periportal,minimal,true
003017122010,0310,03,5,lomustine,Control,9 hr,Liver,"Vacuolization, cytoplasmic",Periportal,minimal,true
003017448030,0310,03,4,lomustine,Control,9 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0310,03,1,lomustine,Control,9 hr,Kidney,Cyst,,minimal,true
003017448030,0310,03,4,lomustine,Control,9 hr,Kidney,Cyst,,minimal,true
003017448030,0310,03,4,lomustine,Control,9 hr,Kidney,Regeneration,Renal tubule,minimal,true
003017104002,0311,01,1,lomustine,Control,4 day,Liver,Necrosis,Subserosa,minimal,true
No ChipData,0311,01,3,lomustine,Control,4 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0311,01,3,lomustine,Control,4 day,Kidney,Regeneration,Renal tubule,minimal,true
003017448017,0311,02,1,lomustine,Control,8 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0311,02,4,lomustine,Control,8 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0311,02,4,lomustine,Control,8 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0311,03,2,lomustine,Control,15 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017455008,0311,03,3,lomustine,Control,15 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017455009,0311,03,4,lomustine,Control,15 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0311,03,2,lomustine,Control,15 day,Kidney,Cyst,,minimal,true
003017455008,0311,03,3,lomustine,Control,15 day,Kidney,Cyst,,minimal,true
No ChipData,0311,03,2,lomustine,Control,15 day,Kidney,Regeneration,Renal tubule,minimal,true
003017455009,0311,03,4,lomustine,Control,15 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0311,03,5,lomustine,Control,15 day,Kidney,Regeneration,Renal tubule,minimal,true
003017455020,0311,04,3,lomustine,Control,29 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017455019,0311,04,2,lomustine,Control,29 day,Kidney,Regeneration,Renal tubule,minimal,true
003017455020,0311,04,3,lomustine,Control,29 day,Kidney,Regeneration,Renal tubule,minimal,true
003017455021,0311,04,5,lomustine,Control,29 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0310,05,2,lomustine,Low,3 hr,Kidney,Cyst,,minimal,true
No ChipData,0310,06,1,lomustine,Low,6 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0310,06,1,lomustine,Low,6 hr,Kidney,Cyst,,minimal,true
003017486003,0310,06,2,lomustine,Low,6 hr,Kidney,Cyst,,minimal,true
003017486004,0310,06,4,lomustine,Low,6 hr,Kidney,Cyst,,minimal,true
No ChipData,0310,06,1,lomustine,Low,6 hr,Kidney,Regeneration,Renal tubule,minimal,true
003017096001,0310,07,3,lomustine,Low,9 hr,Liver,"Vacuolization, cytoplasmic",Periportal,minimal,true
No ChipData,0310,07,5,lomustine,Low,9 hr,Liver,"Vacuolization, cytoplasmic",Periportal,minimal,true
No ChipData,0310,08,2,lomustine,Low,24 hr,Kidney,Cyst,,minimal,true
003017448009,0311,05,2,lomustine,Low,4 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0311,06,1,lomustine,Low,8 day,Liver,"Cellular infiltration, mononuclear cell",Periportal,minimal,false
003017448020,0311,06,3,lomustine,Low,8 day,Kidney,"Cast,hyaline",,minimal,true
No ChipData,0311,06,1,lomustine,Low,8 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0311,06,2,lomustine,Low,8 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017448020,0311,06,3,lomustine,Low,8 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017448021,0311,06,4,lomustine,Low,8 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017448022,0311,06,5,lomustine,Low,8 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017448022,0311,06,5,lomustine,Low,8 day,Kidney,Cyst,,minimal,true
No ChipData,0311,06,2,lomustine,Low,8 day,Kidney,Regeneration,Renal tubule,minimal,true
003017448020,0311,06,3,lomustine,Low,8 day,Kidney,Regeneration,Renal tubule,minimal,true
003017448021,0311,06,4,lomustine,Low,8 day,Kidney,Regeneration,Renal tubule,minimal,true
003017448022,0311,06,5,lomustine,Low,8 day,Kidney,Regeneration,Renal tubule,minimal,true
003017455011,0311,07,2,lomustine,Low,15 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0311,07,5,lomustine,Low,15 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0311,07,3,lomustine,Low,15 day,Kidney,Mineralization,,minimal,true
No ChipData,0311,07,3,lomustine,Low,15 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0311,07,5,lomustine,Low,15 day,Kidney,Regeneration,Renal tubule,minimal,true
003017512002,0311,08,2,lomustine,Low,29 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017455024,0311,08,4,lomustine,Low,29 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017512002,0311,08,2,lomustine,Low,29 day,Kidney,Dilatation,Pelvis,slight,true
003017512002,0311,08,2,lomustine,Low,29 day,Kidney,Regeneration,Renal tubule,minimal,true
003017455024,0311,08,4,lomustine,Low,29 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0310,09,4,lomustine,Middle,3 hr,Liver,"Proliferation, Kupffer cell",,minimal,true
No ChipData,0310,10,4,lomustine,Middle,6 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0310,10,4,lomustine,Middle,6 hr,Kidney,Regeneration,Renal tubule,minimal,true
003017096003,0310,11,3,lomustine,Middle,9 hr,Liver,Necrosis,Subserosa,minimal,true
003017096003,0310,11,3,lomustine,Middle,9 hr,Liver,"Vacuolization, cytoplasmic",Periportal,minimal,true
003017449006,0310,11,3,lomustine,Middle,9 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017449006,0310,11,3,lomustine,Middle,9 hr,Kidney,Cyst,,minimal,true
003017449006,0310,11,3,lomustine,Middle,9 hr,Kidney,Regeneration,Renal tubule,minimal,true
003017449019,0310,12,5,lomustine,Middle,24 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017449019,0310,12,5,lomustine,Middle,24 hr,Kidney,Regeneration,Renal tubule,minimal,true
003017448013,0311,09,5,lomustine,Middle,4 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017448011,0311,09,1,lomustine,Middle,4 day,Kidney,Regeneration,Renal tubule,minimal,true
003017448013,0311,09,5,lomustine,Middle,4 day,Kidney,Regeneration,Renal tubule,minimal,true
003017104020,0311,10,1,lomustine,Middle,8 day,Liver,"Cellular infiltration, mononuclear cell",Periportal,minimal,false
003017104021,0311,10,2,lomustine,Middle,8 day,Liver,"Cellular infiltration, mononuclear cell",Periportal,minimal,false
003017104022,0311,10,3,lomustine,Middle,8 day,Liver,"Cellular infiltration, mononuclear cell",Periportal,minimal,false
No ChipData,0311,10,4,lomustine,Middle,8 day,Liver,"Cellular infiltration, mononuclear cell",Periportal,minimal,false
No ChipData,0311,10,5,lomustine,Middle,8 day,Liver,"Cellular infiltration, mononuclear cell",Periportal,minimal,false
003017104020,0311,10,1,lomustine,Middle,8 day,Liver,"Proliferation, bile duct",,minimal,false
003017104021,0311,10,2,lomustine,Middle,8 day,Liver,"Proliferation, bile duct",,minimal,false
No ChipData,0311,10,4,lomustine,Middle,8 day,Liver,"Proliferation, bile duct",,minimal,false
No ChipData,0311,10,5,lomustine,Middle,8 day,Liver,"Proliferation, bile duct",,minimal,false
No ChipData,0311,10,4,lomustine,Middle,8 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0311,10,5,lomustine,Middle,8 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0311,10,5,lomustine,Middle,8 day,Kidney,Fibrosis,Medulla,minimal,true
003017448024,0311,10,2,lomustine,Middle,8 day,Kidney,Regeneration,Renal tubule,minimal,true
003017448025,0311,10,3,lomustine,Middle,8 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0311,10,4,lomustine,Middle,8 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0311,10,5,lomustine,Middle,8 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0311,11,5,lomustine,Middle,15 day,Liver,"Cellular infiltration, mononuclear cell",Periportal,minimal,false
003017105003,0311,11,3,lomustine,Middle,15 day,Liver,Necrosis,Midlobular,minimal,false
003017455014,0311,11,3,lomustine,Middle,15 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017455015,0311,11,4,lomustine,Middle,15 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017455014,0311,11,3,lomustine,Middle,15 day,Kidney,Cyst,,minimal,true
003017455013,0311,11,1,lomustine,Middle,15 day,Kidney,Mineralization,,minimal,true
No ChipData,0311,11,2,lomustine,Middle,15 day,Kidney,Regeneration,Renal tubule,minimal,true
003017455014,0311,11,3,lomustine,Middle,15 day,Kidney,Regeneration,Renal tubule,minimal,true
003017455026,0311,12,2,lomustine,Middle,29 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0311,12,4,lomustine,Middle,29 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0311,12,5,lomustine,Middle,29 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0311,12,4,lomustine,Middle,29 day,Kidney,Hyaline droplet,Proximal tubule,minimal,false
No ChipData,0311,12,5,lomustine,Middle,29 day,Kidney,Hyaline droplet,Proximal tubule,minimal,false
003017455026,0311,12,2,lomustine,Middle,29 day,Kidney,Regeneration,Renal tubule,minimal,true
003017455027,0311,12,3,lomustine,Middle,29 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0310,13,1,lomustine,High,3 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017486010,0310,14,2,lomustine,High,6 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017486011,0310,14,3,lomustine,High,6 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017486011,0310,14,3,lomustine,High,6 hr,Kidney,Cyst,,minimal,true
003017486010,0310,14,2,lomustine,High,6 hr,Kidney,Regeneration,Renal tubule,minimal,true
003017486011,0310,14,3,lomustine,High,6 hr,Kidney,Regeneration,Renal tubule,minimal,true
003017449020,0310,16,2,lomustine,High,24 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0310,16,1,lomustine,High,24 hr,Kidney,Regeneration,Renal tubule,minimal,true
003017449020,0310,16,2,lomustine,High,24 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0311,13,2,lomustine,High,4 day,Kidney,Regeneration,Renal tubule,minimal,true
003017104023,0311,14,1,lomustine,High,8 day,Liver,"Cellular infiltration, mononuclear cell",Periportal,minimal,false
No ChipData,0311,14,2,lomustine,High,8 day,Liver,"Cellular infiltration, mononuclear cell",Periportal,minimal,false
No ChipData,0311,14,4,lomustine,High,8 day,Liver,"Cellular infiltration, mononuclear cell",Periportal,minimal,false
003017104025,0311,14,5,lomustine,High,8 day,Liver,"Cellular infiltration, mononuclear cell",Periportal,minimal,false
003017104024,0311,14,3,lomustine,High,8 day,Liver,"Cellular infiltration, mononuclear cell",Periportal,slight,false
003017104023,0311,14,1,lomustine,High,8 day,Liver,"Proliferation, bile duct",,minimal,false
No ChipData,0311,14,2,lomustine,High,8 day,Liver,"Proliferation, bile duct",,minimal,false
003017104024,0311,14,3,lomustine,High,8 day,Liver,"Proliferation, bile duct",,minimal,false
No ChipData,0311,14,4,lomustine,High,8 day,Liver,"Proliferation, bile duct",,minimal,false
No ChipData,0311,14,2,lomustine,High,8 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0311,14,4,lomustine,High,8 day,Kidney,Regeneration,Renal tubule,minimal,true
003017448028,0311,14,5,lomustine,High,8 day,Kidney,Regeneration,Renal tubule,minimal,true
003017105005,0311,15,1,lomustine,High,15 day,Liver,"Cellular infiltration, mononuclear cell",Periportal,minimal,false
No ChipData,0311,15,4,lomustine,High,15 day,Liver,"Cellular infiltration, mononuclear cell",Periportal,minimal,false
No ChipData,0311,15,5,lomustine,High,15 day,Liver,"Cellular infiltration, mononuclear cell",Periportal,minimal,false
No ChipData,0311,15,4,lomustine,High,15 day,Liver,"Degeneration, granular, eosinophilic",Hepatocyte,slight,false
No ChipData,0311,15,5,lomustine,High,15 day,Liver,"Degeneration, granular, eosinophilic",Hepatocyte,slight,false
003017105005,0311,15,1,lomustine,High,15 day,Liver,"Degeneration, granular, eosinophilic",Hepatocyte,moderate,false
003017105006,0311,15,2,lomustine,High,15 day,Liver,"Degeneration, granular, eosinophilic",Hepatocyte,moderate,false
003017105007,0311,15,3,lomustine,High,15 day,Liver,"Degeneration, granular, eosinophilic",Hepatocyte,moderate,false
003017105006,0311,15,2,lomustine,High,15 day,Liver,Necrosis,Midlobular,minimal,false
003017105007,0311,15,3,lomustine,High,15 day,Liver,"Proliferation, bile duct",,minimal,false
003017105005,0311,15,1,lomustine,High,15 day,Liver,"Proliferation, Kupffer cell",,slight,false
003017105006,0311,15,2,lomustine,High,15 day,Liver,"Proliferation, Kupffer cell",,slight,false
003017105007,0311,15,3,lomustine,High,15 day,Liver,"Proliferation, Kupffer cell",,slight,false
No ChipData,0311,15,4,lomustine,High,15 day,Liver,"Proliferation, Kupffer cell",,slight,false
No ChipData,0311,15,5,lomustine,High,15 day,Liver,"Proliferation, Kupffer cell",,slight,false
003017105005,0311,15,1,lomustine,High,15 day,Liver,Single cell necrosis,Hepatocyte,minimal,false
003017105007,0311,15,3,lomustine,High,15 day,Liver,Single cell necrosis,Hepatocyte,minimal,false
No ChipData,0311,15,5,lomustine,High,15 day,Liver,Single cell necrosis,Hepatocyte,minimal,false
No ChipData,0311,15,5,lomustine,High,15 day,Liver,"Vacuolization, cytoplasmic",Periportal,minimal,true
003017455018,0311,15,3,lomustine,High,15 day,Kidney,"Cast,hyaline",Papilla,slight,false
003017455018,0311,15,3,lomustine,High,15 day,Kidney,Degeneration,Transitional epithelium,minimal,false
No ChipData,0311,15,5,lomustine,High,15 day,Kidney,Degeneration,Transitional epithelium,slight,false
No ChipData,0311,15,5,lomustine,High,15 day,Kidney,Dilatation,Distal tubule,slight,false
003017455018,0311,15,3,lomustine,High,15 day,Kidney,Hypertrophy,Transitional epithelium,minimal,false
No ChipData,0311,15,5,lomustine,High,15 day,Kidney,Hypertrophy,Transitional epithelium,minimal,false
003017455018,0311,15,3,lomustine,High,15 day,Kidney,Regeneration,Renal tubule,slight,false
No ChipData,0311,15,5,lomustine,High,15 day,Kidney,Regeneration,Renal tubule,slight,false
003017105017,0311,16,1,lomustine,High,29 day,Liver,"Cellular infiltration, mononuclear cell",Periportal,minimal,false
003017105018,0311,16,2,lomustine,High,29 day,Liver,"Cellular infiltration, mononuclear cell",Periportal,minimal,false
No ChipData,0311,16,4,lomustine,High,29 day,Liver,"Cellular infiltration, mononuclear cell",Periportal,slight,false
003017105017,0311,16,1,lomustine,High,29 day,Liver,"Degeneration, granular, eosinophilic",Hepatocyte,moderate,false
003017105018,0311,16,2,lomustine,High,29 day,Liver,"Degeneration, granular, eosinophilic",Hepatocyte,moderate,false
003017105019,0311,16,3,lomustine,High,29 day,Liver,"Degeneration, granular, eosinophilic",Hepatocyte,moderate,false
No ChipData,0311,16,4,lomustine,High,29 day,Liver,"Degeneration, granular, eosinophilic",Hepatocyte,moderate,false
No ChipData,0311,16,5,lomustine,High,29 day,Liver,"Degeneration, granular, eosinophilic",Hepatocyte,moderate,false
003017105018,0311,16,2,lomustine,High,29 day,Liver,"Deposit, pigment",,slight,false
No ChipData,0311,16,4,lomustine,High,29 day,Liver,"Deposit, pigment",,slight,false
No ChipData,0311,16,5,lomustine,High,29 day,Liver,"Deposit, pigment",,moderate,false
003017105017,0311,16,1,lomustine,High,29 day,Liver,Fibrosis,Bile duct,minimal,false
003017105018,0311,16,2,lomustine,High,29 day,Liver,Fibrosis,Bile duct,slight,false
No ChipData,0311,16,4,lomustine,High,29 day,Liver,Fibrosis,Bile duct,slight,false
No ChipData,0311,16,5,lomustine,High,29 day,Liver,Fibrosis,Bile duct,slight,false
003017105019,0311,16,3,lomustine,High,29 day,Liver,Hypertrophy,Midlobular,minimal,false
003017105017,0311,16,1,lomustine,High,29 day,Liver,Hypertrophy,Midlobular,slight,false
003017105018,0311,16,2,lomustine,High,29 day,Liver,Hypertrophy,Midlobular,slight,false
No ChipData,0311,16,4,lomustine,High,29 day,Liver,Hypertrophy,Midlobular,slight,false
No ChipData,0311,16,5,lomustine,High,29 day,Liver,Hypertrophy,Midlobular,slight,false
003017105017,0311,16,1,lomustine,High,29 day,Liver,Necrosis,Midlobular,minimal,false
003017105018,0311,16,2,lomustine,High,29 day,Liver,Necrosis,Midlobular,slight,false
No ChipData,0311,16,4,lomustine,High,29 day,Liver,Necrosis,Midlobular,slight,false
No ChipData,0311,16,5,lomustine,High,29 day,Liver,Necrosis,Midlobular,moderate,false
No ChipData,0311,16,4,lomustine,High,29 day,Liver,"Proliferation, bile duct",,minimal,false
003017105017,0311,16,1,lomustine,High,29 day,Liver,"Proliferation, bile duct",,slight,false
003017105018,0311,16,2,lomustine,High,29 day,Liver,"Proliferation, bile duct",,slight,false
003017105019,0311,16,3,lomustine,High,29 day,Liver,"Proliferation, Kupffer cell",,minimal,false
No ChipData,0311,16,5,lomustine,High,29 day,Liver,"Proliferation, Kupffer cell",,minimal,false
003017105017,0311,16,1,lomustine,High,29 day,Liver,"Proliferation, Kupffer cell",,slight,false
No ChipData,0311,16,4,lomustine,High,29 day,Liver,"Proliferation, Kupffer cell",,slight,false
003017105018,0311,16,2,lomustine,High,29 day,Liver,"Proliferation, Kupffer cell",,moderate,false
No ChipData,0311,16,4,lomustine,High,29 day,Liver,Single cell necrosis,Hepatocyte,minimal,false
No ChipData,0311,16,5,lomustine,High,29 day,Liver,Single cell necrosis,Hepatocyte,minimal,false
003017105018,0311,16,2,lomustine,High,29 day,Liver,Single cell necrosis,Hepatocyte,slight,false
No ChipData,0311,16,5,lomustine,High,29 day,Kidney,"Cast,hyaline",Distal tubule,severe,false
003017455028,0311,16,1,lomustine,High,29 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017455029,0311,16,2,lomustine,High,29 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017455030,0311,16,3,lomustine,High,29 day,Kidney,"Cellular infiltration, lymphocyte",,slight,true
No ChipData,0311,16,4,lomustine,High,29 day,Kidney,Degeneration,Proximal tubule,moderate,false
003017455029,0311,16,2,lomustine,High,29 day,Kidney,Degeneration,Transitional epithelium,minimal,false
No ChipData,0311,16,4,lomustine,High,29 day,Kidney,Degeneration,Transitional epithelium,slight,false
No ChipData,0311,16,5,lomustine,High,29 day,Kidney,Degeneration,Transitional epithelium,slight,false
003017455029,0311,16,2,lomustine,High,29 day,Kidney,Dilatation,Distal tubule,slight,false
No ChipData,0311,16,4,lomustine,High,29 day,Kidney,Dilatation,Distal tubule,slight,false
003017455030,0311,16,3,lomustine,High,29 day,Kidney,Dilatation,Distal tubule,moderate,false
No ChipData,0311,16,5,lomustine,High,29 day,Kidney,Dilatation,Distal tubule,moderate,false
No ChipData,0311,16,5,lomustine,High,29 day,Kidney,Hyaline droplet,Proximal tubule,severe,false
003017455028,0311,16,1,lomustine,High,29 day,Kidney,Karyomegaly,Collecting tubule,moderate,false
003017455029,0311,16,2,lomustine,High,29 day,Kidney,Karyomegaly,Collecting tubule,moderate,false
003017455030,0311,16,3,lomustine,High,29 day,Kidney,Karyomegaly,Collecting tubule,moderate,false
No ChipData,0311,16,4,lomustine,High,29 day,Kidney,Karyomegaly,Collecting tubule,moderate,false
No ChipData,0311,16,5,lomustine,High,29 day,Kidney,Karyomegaly,Collecting tubule,moderate,false
No ChipData,0311,16,5,lomustine,High,29 day,Kidney,Mineralization,Distal tubule,slight,false
003017455028,0311,16,1,lomustine,High,29 day,Kidney,Regeneration,Renal tubule,moderate,false
003017455029,0311,16,2,lomustine,High,29 day,Kidney,Regeneration,Renal tubule,severe,false
003017455030,0311,16,3,lomustine,High,29 day,Kidney,Regeneration,Renal tubule,severe,false
No ChipData,0311,16,4,lomustine,High,29 day,Kidney,Regeneration,Renal tubule,severe,false
No ChipData,0311,16,5,lomustine,High,29 day,Kidney,Regeneration,Renal tubule,severe,false
No ChipData,0537,01,2,lornoxicam,Control,3 hr,Kidney,"Cast,hyaline",Renal tubule,minimal,true
No ChipData,0537,01,3,lornoxicam,Control,3 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
003017497026,0537,03,2,lornoxicam,Control,9 hr,Liver,Cellular infiltration,,minimal,true
No ChipData,0537,03,4,lornoxicam,Control,9 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0537,04,1,lornoxicam,Control,24 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0537,04,4,lornoxicam,Control,24 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0538,01,3,lornoxicam,Control,4 day,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0538,03,2,lornoxicam,Control,15 day,Kidney,"Cellular infiltration, lymphocyte",Cortex,minimal,true
